treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_study;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Chiu 1996;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9968;-4,2007;-1,7930;Chiu 1996;1;Placebo;-0,0015;0,0015;0,0005;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9785;-1,6304;-0,3266;Chiu 1996;1;Placebo;-0,0019;0,0019;0,0020;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3510;-2,6603;-0,0417;Chiu 1996;1;Placebo;-0,0007;0,0007;0,0005;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4600;-1,6577;0,7377;Chiu 1996;1;Placebo;-0,0016;0,0016;0,0035;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7911;-2,0101;0,4278;Chiu 1996;1;Placebo;-0,0029;0,0029;0,0036;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1587;-1,3611;1,0437;Chiu 1996;1;Placebo;-0,0029;0,0029;0,0184;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6512;-1,2139;-0,0884;Chiu 1996;1;Placebo;-0,0014;0,0014;0,0022;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6303;-1,1832;-0,0774;Chiu 1996;1;Placebo;-0,0013;0,0013;0,0021;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1511;-0,9175;0,6154;Chiu 1996;1;Placebo;-0,0004;0,0004;0,0028;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7104;-1,3796;-0,0412;Chiu 1996;1;Placebo;-0,0006;0,0006;0,0009;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5040;-1,6819;0,6739;Chiu 1996;1;Placebo;-0,0020;0,0020;0,0039;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7111;-0,8630;-0,5593;Chiu 1996;1;Placebo;0,0002;0,0002;0,0002;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5200;-0,6308;-0,4092;Chiu 1996;1;Placebo;0,0018;0,0018;0,0034;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3470;-0,8940;0,2000;Chiu 1996;1;Placebo;-0,0016;0,0016;0,0046;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6335;-0,7884;-0,4786;Chiu 1996;1;Placebo;-0,0061;0,0061;0,0098;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4001;-0,7485;-0,0516;Chiu 1996;1;Placebo;0,0001;0,0001;0,0002;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6722;0,1746;1,1699;Chiu 1996;1;Placebo;-0,0015;0,0015;0,0022;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8883;-1,8679;0,0914;Chiu 1996;1;Placebo;-0,0038;0,0038;0,0043;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8597;-3,3207;-0,3986;Chiu 1996;1;Placebo;-0,0017;0,0017;0,0009;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9204;-1,4464;-0,3943;Choi 2012;1;Placebo;-0,0041;0,0041;0,0044;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7488;-2,2551;-1,2425;Choi 2012;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6650;-1,1815;-0,1485;Choi 2012;1;Placebo;0,0010;0,0010;0,0015;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1527;-0,9169;1,2222;Choi 2012;1;Placebo;0,0041;0,0041;0,0274;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5648;-0,4430;1,5727;Choi 2012;1;Placebo;-0,0069;0,0069;0,0121;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3175;-0,4049;1,0399;Choi 2012;1;Placebo;0,0019;0,0019;0,0059;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7309;-1,8052;0,3434;Choi 2012;1;Placebo;0,0002;0,0002;0,0003;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9526;-1,5431;-0,3621;Choi 2012;1;Placebo;0,0002;0,0002;0,0002;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3294;-2,3512;-0,3076;Choi 2012;1;Placebo;0,0010;0,0010;0,0008;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8523;-1,1754;-0,5292;Choi 2012;1;Placebo;0,0018;0,0018;0,0021;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3365;-1,8765;-0,7966;Choi 2012;1;Placebo;0,0006;0,0006;0,0005;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3094;-2,1918;-0,4270;Choi 2012;1;Placebo;0,0007;0,0007;0,0006;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6794;-1,2891;-0,0697;Choi 2012;1;Placebo;-0,0019;0,0019;0,0028;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1932;-1,5166;1,1302;Choi 2012;1;Placebo;0,0005;0,0005;0,0026;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1506;-1,6721;1,9732;Choi 2012;1;Placebo;0,0005;0,0005;0,0034;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8982;-1,6143;-0,1821;Choi 2012;1;Placebo;0,0010;0,0010;0,0012;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4467;-4,6929;-2,2005;Choi 2012;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7545;-1,4540;-0,0550;Choi 2012;1;Placebo;0,0011;0,0011;0,0015;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4491;-2,3650;-0,5332;Choi 2012;1;Placebo;0,0012;0,0012;0,0008;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5552;-1,1983;0,0879;Choi 2012;1;Placebo;0,0009;0,0009;0,0016;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8101;-1,5605;-0,0597;Choi 2012;1;Placebo;0,0007;0,0007;0,0008;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5143;-1,3633;0,3347;Choi 2012;1;Placebo;0,0005;0,0005;0,0011;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8700;-1,9122;0,1722;Choi 2012;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2062;-2,0281;-0,3843;Choi 2012;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2432;-6,0006;-2,4858;Choi 2012;1;Placebo;0,0027;0,0027;0,0006;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6954;-0,9513;-0,4395;Choi 2012;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7743;-2,2437;0,6950;Choi 2012;1;Placebo;0,0027;0,0027;0,0034;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1121;-0,5799;0,3557;Choi 2012;1;Placebo;0,0027;0,0027;0,0233;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3561;-2,6710;-0,0412;Choi 2012;1;Placebo;0,0010;0,0010;0,0008;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4770;-2,7904;-0,1637;Choi 2012;1;Placebo;0,0010;0,0010;0,0007;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Choi 2012;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0139;-4,2213;-1,8064;Choi 2012;1;Placebo;-0,0185;0,0185;0,0062;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9825;-1,6350;-0,3299;Choi 2012;1;Placebo;-0,0059;0,0059;0,0061;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3477;-2,6570;-0,0383;Choi 2012;1;Placebo;0,0027;0,0027;0,0020;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4575;-1,6552;0,7402;Choi 2012;1;Placebo;0,0009;0,0009;0,0019;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7882;-2,0072;0,4308;Choi 2012;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1558;-1,3582;1,0466;Choi 2012;1;Placebo;0,0000;0,0000;0,0003;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6577;-1,2219;-0,0935;Choi 2012;1;Placebo;-0,0080;0,0080;0,0123;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6005;-1,1716;-0,0295;Choi 2012;1;Placebo;0,0285;0,0285;0,0452;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1573;-0,9244;0,6099;Choi 2012;1;Placebo;-0,0066;0,0066;0,0439;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7033;-1,3733;-0,0333;Choi 2012;1;Placebo;0,0065;0,0065;0,0091;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5012;-1,6791;0,6766;Choi 2012;1;Placebo;0,0008;0,0008;0,0015;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7113;-0,8632;-0,5594;Choi 2012;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5218;-0,6325;-0,4110;Choi 2012;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3448;-0,8918;0,2022;Choi 2012;1;Placebo;0,0006;0,0006;0,0017;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6274;-0,7818;-0,4730;Choi 2012;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4002;-0,7486;-0,0517;Choi 2012;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6552;0,1489;1,1615;Choi 2012;1;Placebo;-0,0185;0,0185;0,0275;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8938;-1,8745;0,0870;Choi 2012;1;Placebo;-0,0093;0,0093;0,0105;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8570;-3,3181;-0,3959;Choi 2012;1;Placebo;0,0010;0,0010;0,0006;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9229;-1,4476;-0,3982;Choi 2014a/Choi 2014b;1;Placebo;-0,0066;0,0066;0,0072;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7497;-2,2549;-1,2445;Choi 2014a/Choi 2014b;1;Placebo;-0,0009;0,0009;0,0005;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6746;-1,1901;-0,1590;Choi 2014a/Choi 2014b;1;Placebo;-0,0085;0,0085;0,0128;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1395;-0,9279;1,2068;Choi 2014a/Choi 2014b;1;Placebo;-0,0091;0,0091;0,0614;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;-0,2595;-1,6378;1,1188;Choi 2014a/Choi 2014b;1;Placebo;-0,8312;0,8312;1,4538;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3077;-0,4133;1,0286;Choi 2014a/Choi 2014b;1;Placebo;-0,0079;0,0079;0,0252;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7330;-1,8054;0,3395;Choi 2014a/Choi 2014b;1;Placebo;-0,0018;0,0018;0,0025;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9714;-1,5612;-0,3817;Choi 2014a/Choi 2014b;1;Placebo;-0,0186;0,0186;0,0196;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3389;-2,3586;-0,3191;Choi 2014a/Choi 2014b;1;Placebo;-0,0085;0,0085;0,0064;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8649;-1,1875;-0,5424;Choi 2014a/Choi 2014b;1;Placebo;-0,0109;0,0109;0,0128;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3411;-1,8800;-0,8022;Choi 2014a/Choi 2014b;1;Placebo;-0,0039;0,0039;0,0029;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3146;-2,1952;-0,4339;Choi 2014a/Choi 2014b;1;Placebo;-0,0045;0,0045;0,0034;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6429;-1,2525;-0,0334;Choi 2014a/Choi 2014b;1;Placebo;0,0346;0,0346;0,0510;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1980;-1,5191;1,1230;Choi 2014a/Choi 2014b;1;Placebo;-0,0043;0,0043;0,0224;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1457;-1,6735;1,9650;Choi 2014a/Choi 2014b;1;Placebo;-0,0043;0,0043;0,0289;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9037;-1,6183;-0,1890;Choi 2014a/Choi 2014b;1;Placebo;-0,0044;0,0044;0,0049;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4475;-4,6911;-2,2038;Choi 2014a/Choi 2014b;1;Placebo;-0,0008;0,0008;0,0002;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7604;-1,4585;-0,0623;Choi 2014a/Choi 2014b;1;Placebo;-0,0047;0,0047;0,0063;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4567;-2,3710;-0,5424;Choi 2014a/Choi 2014b;1;Placebo;-0,0064;0,0064;0,0044;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5624;-1,2041;0,0793;Choi 2014a/Choi 2014b;1;Placebo;-0,0064;0,0064;0,0114;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8164;-1,5653;-0,0675;Choi 2014a/Choi 2014b;1;Placebo;-0,0055;0,0055;0,0068;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5194;-1,3667;0,3279;Choi 2014a/Choi 2014b;1;Placebo;-0,0046;0,0046;0,0088;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8704;-1,9104;0,1697;Choi 2014a/Choi 2014b;1;Placebo;-0,0004;0,0004;0,0004;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2065;-2,0268;-0,3863;Choi 2014a/Choi 2014b;1;Placebo;-0,0004;0,0004;0,0003;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2564;-6,0118;-2,5010;Choi 2014a/Choi 2014b;1;Placebo;-0,0105;0,0105;0,0025;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6958;-0,9511;-0,4404;Choi 2014a/Choi 2014b;1;Placebo;-0,0004;0,0004;0,0005;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7875;-2,2544;0,6794;Choi 2014a/Choi 2014b;1;Placebo;-0,0105;0,0105;0,0135;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1253;-0,5921;0,3415;Choi 2014a/Choi 2014b;1;Placebo;-0,0105;0,0105;0,0916;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3657;-2,6778;-0,0535;Choi 2014a/Choi 2014b;1;Placebo;-0,0085;0,0085;0,0063;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4866;-2,7972;-0,1760;Choi 2014a/Choi 2014b;1;Placebo;-0,0085;0,0085;0,0058;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Choi 2014a/Choi 2014b;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0250;-4,2276;-1,8224;Choi 2014a/Choi 2014b;1;Placebo;-0,0297;0,0297;0,0099;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,8095;-1,4870;-0,1319;Choi 2014a/Choi 2014b;1;Placebo;0,1671;0,1671;0,1711;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3609;-2,6675;-0,0543;Choi 2014a/Choi 2014b;1;Placebo;-0,0105;0,0105;0,0078;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4654;-1,6607;0,7299;Choi 2014a/Choi 2014b;1;Placebo;-0,0070;0,0070;0,0153;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7889;-2,0060;0,4282;Choi 2014a/Choi 2014b;1;Placebo;-0,0006;0,0006;0,0008;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1564;-1,3569;1,0441;Choi 2014a/Choi 2014b;1;Placebo;-0,0006;0,0006;0,0039;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,7575;-1,3323;-0,1828;Choi 2014a/Choi 2014b;1;Placebo;-0,1078;0,1078;0,1659;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6521;-1,2044;-0,0997;Choi 2014a/Choi 2014b;1;Placebo;-0,0231;0,0231;0,0367;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1615;-0,9265;0,6035;Choi 2014a/Choi 2014b;1;Placebo;-0,0108;0,0108;0,0719;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7203;-1,3882;-0,0524;Choi 2014a/Choi 2014b;1;Placebo;-0,0105;0,0105;0,0149;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5085;-1,6842;0,6672;Choi 2014a/Choi 2014b;1;Placebo;-0,0065;0,0065;0,0129;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7116;-0,8631;-0,5601;Choi 2014a/Choi 2014b;1;Placebo;-0,0003;0,0003;0,0004;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5226;-0,6331;-0,4121;Choi 2014a/Choi 2014b;1;Placebo;-0,0008;0,0008;0,0015;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3486;-0,8944;0,1973;Choi 2014a/Choi 2014b;1;Placebo;-0,0032;0,0032;0,0092;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6274;-0,7814;-0,4733;Choi 2014a/Choi 2014b;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4006;-0,7483;-0,0529;Choi 2014a/Choi 2014b;1;Placebo;-0,0004;0,0004;0,0011;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6436;0,1458;1,1414;Choi 2014a/Choi 2014b;1;Placebo;-0,0301;0,0301;0,0447;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8996;-1,8776;0,0784;Choi 2014a/Choi 2014b;1;Placebo;-0,0151;0,0151;0,0171;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8665;-3,3251;-0,4079;Choi 2014a/Choi 2014b;1;Placebo;-0,0085;0,0085;0,0046;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9155;-1,4415;-0,3895;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0009;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7477;-2,2544;-1,2411;Claghorn 1992a;1;Placebo;0,0011;0,0011;0,0006;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6652;-1,1820;-0,1484;Claghorn 1992a;1;Placebo;0,0009;0,0009;0,0013;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1495;-0,9204;1,2194;Claghorn 1992a;1;Placebo;0,0009;0,0009;0,0062;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5725;-0,4353;1,5802;Claghorn 1992a;1;Placebo;0,0007;0,0007;0,0012;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3166;-0,4061;1,0394;Claghorn 1992a;1;Placebo;0,0010;0,0010;0,0032;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7307;-1,8054;0,3440;Claghorn 1992a;1;Placebo;0,0004;0,0004;0,0006;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9521;-1,5429;-0,3613;Claghorn 1992a;1;Placebo;0,0007;0,0007;0,0008;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3295;-2,3518;-0,3072;Claghorn 1992a;1;Placebo;0,0009;0,0009;0,0007;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8533;-1,1765;-0,5301;Claghorn 1992a;1;Placebo;0,0007;0,0007;0,0009;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3366;-1,8768;-0,7963;Claghorn 1992a;1;Placebo;0,0006;0,0006;0,0004;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3095;-2,1923;-0,4266;Claghorn 1992a;1;Placebo;0,0006;0,0006;0,0005;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6767;-1,2868;-0,0667;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0011;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1931;-1,5170;1,1309;Claghorn 1992a;1;Placebo;0,0006;0,0006;0,0032;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1507;-1,6728;1,9742;Claghorn 1992a;1;Placebo;0,0006;0,0006;0,0041;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8986;-1,6151;-0,1821;Claghorn 1992a;1;Placebo;0,0006;0,0006;0,0007;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4456;-4,6925;-2,1988;Claghorn 1992a;1;Placebo;0,0011;0,0011;0,0003;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7550;-1,4548;-0,0551;Claghorn 1992a;1;Placebo;0,0007;0,0007;0,0009;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4495;-2,3658;-0,5332;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0006;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5554;-1,1988;0,0880;Claghorn 1992a;1;Placebo;0,0007;0,0007;0,0012;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8101;-1,5609;-0,0593;Claghorn 1992a;1;Placebo;0,0007;0,0007;0,0009;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5141;-1,3635;0,3353;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0015;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8695;-1,9122;0,1733;Claghorn 1992a;1;Placebo;0,0005;0,0005;0,0006;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2057;-2,0280;-0,3833;Claghorn 1992a;1;Placebo;0,0005;0,0005;0,0004;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2451;-6,0030;-2,4872;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0002;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6947;-0,9509;-0,4386;Claghorn 1992a;1;Placebo;0,0006;0,0006;0,0009;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7762;-2,2461;0,6937;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0010;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1140;-0,5819;0,3539;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0068;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3562;-2,6719;-0,0406;Claghorn 1992a;1;Placebo;0,0009;0,0009;0,0007;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4772;-2,7912;-0,1631;Claghorn 1992a;1;Placebo;0,0009;0,0009;0,0006;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Claghorn 1992a;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9945;-4,1988;-1,7902;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0003;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9759;-1,6282;-0,3237;Claghorn 1992a;1;Placebo;0,0006;0,0006;0,0006;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3496;-2,6595;-0,0396;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0006;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4576;-1,6559;0,7408;Claghorn 1992a;1;Placebo;0,0008;0,0008;0,0018;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7879;-2,0074;0,4315;Claghorn 1992a;1;Placebo;0,0003;0,0003;0,0004;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1555;-1,3584;1,0474;Claghorn 1992a;1;Placebo;0,0003;0,0003;0,0022;TRUE;TRUE
